old_name,new_name,raw_url,shifr,src_kb,dst_kb,status
Люнет наполный отделно стоящий для станков мод. 1н983 1а983 1м983 рт983 са983.jpg,lyunet_napolnyj_otdelno_stoyaschij_dlya_stankov_mod._1n983_1a983_1m983_rt983_sa983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/lyunet_napolnyj_otdelno_stoyaschij_dlya_stankov_mod._1n983_1a983_1m983_rt983_sa983.jpg,,1698.1,65.7,OK
Люнет неподвижный рт755ф308 8 64 000сб для стаков мод. рт755ф3.jpg,lyunet_nepodvizhnyj_rt755f308_8_64_000sb_dlya_stakov_mod._rt755f3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/lyunet_nepodvizhnyj_rt755f308_8_64_000sb_dlya_stakov_mod._rt755f3.jpg,,199.3,58.1,OK
Люнет подвижный 1м63.11.000сб для станков 1м63 дип300 1м63н 16к40 16р40.jpg,lyunet_podvizhnyj_1m63.11.000sb_dlya_stankov_1m63_dip300_1m63n_16k40_16r40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/lyunet_podvizhnyj_1m63.11.000sb_dlya_stankov_1m63_dip300_1m63n_16k40_16r40.jpg,,1315.4,57.5,OK
Люнеты неподвижные для тяжелых токарных станков ф.200-900мм..jpg,lyunety_nepodvizhnye_dlya_tyazhelykh_tokarnykh_stankov_f.200-900mm.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/lyunety_nepodvizhnye_dlya_tyazhelykh_tokarnykh_stankov_f.200-900mm.jpg,,173.5,51.3,OK
Магнит командного аппарата.jpg,magnit_komandnogo_apparata.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/magnit_komandnogo_apparata.jpg,,311.2,33.4,OK
Магнит револверной головки 1п756дф3.40.000.jpg,magnit_revolvernoj_golovki_1p756df3.40.000.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/magnit_revolvernoj_golovki_1p756df3.40.000.jpg,1p756df3.40.000,1361.1,45.3,OK
Магнитная стойка для станков и промышленного оборудования.jpg,magnitnaya_stojka_dlya_stankov_i_promyshlennogo_oborudovaniya.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/magnitnaya_stojka_dlya_stankov_i_promyshlennogo_oborudovaniya.jpg,,1669.5,51.1,OK
Маслоуказатели глазки для токарных фрезерных шлифовалных сверлилных станков и промышленного оборудования..jpg,masloukazateli_glazki_dlya_tokarnykh_frezernykh_shlifovalnykh_sverlilnykh_stankov_i_promyshlennogo_oborudovaniya.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/masloukazateli_glazki_dlya_tokarnykh_frezernykh_shlifovalnykh_sverlilnykh_stankov_i_promyshlennogo_oborudovaniya.jpg,,244.5,70.5,OK
Маточная гайка для станков 1н983.60.110 для станков 1н983 1а983 1м983 рт983..jpg,matochnaya_gajka_dlya_stankov_1n983.60.110_dlya_stankov_1n983_1a983_1m983_rt983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/matochnaya_gajka_dlya_stankov_1n983.60.110_dlya_stankov_1n983_1a983_1m983_rt983.jpg,1n983.60.110,196.8,56.0,OK
Маточная гайка для токарно-винторезных станков мод. 16р25п 16р25.jpg,matochnaya_gajka_dlya_tokarno-vintoreznykh_stankov_mod._16r25p_16r25.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/matochnaya_gajka_dlya_tokarno-vintoreznykh_stankov_mod._16r25p_16r25.jpg,,223.7,55.3,OK
Механическая обработка корпус на расточном станке.jpg,mekhanicheskaya_obrabotka_korpus_na_rastochnom_stanke.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mekhanicheskaya_obrabotka_korpus_na_rastochnom_stanke.jpg,,193.2,54.6,OK
Механическая обработка на уш станке станке.jpg,mekhanicheskaya_obrabotka_na_ush_stanke_stanke.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mekhanicheskaya_obrabotka_na_ush_stanke_stanke.jpg,,182.5,53.2,OK
Механическая обработка фрезерные операции.jpg,mekhanicheskaya_obrabotka_frezernye_operatsii.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mekhanicheskaya_obrabotka_frezernye_operatsii.jpg,,170.6,48.9,OK
Модернизированные кулачки станка специалного токарно-накатного мод. рт-917 рмц 3000мм для.jpg,modernizirovannye_kulachki_stanka_spetsialnogo_tokarno-nakatnogo_mod._rt-917_rmts_3000mm_dlya.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/modernizirovannye_kulachki_stanka_spetsialnogo_tokarno-nakatnogo_mod._rt-917_rmts_3000mm_dlya.jpg,,1318.5,73.6,OK
Муфта зубчатая винт шестерня задней бабки 1н65 1м65 165 дип500 рт117 рт817.jpg,mufta_zubchataya_vint_shesternya_zadnej_babki_1n65_1m65_165_dip500_rt117_rt817.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufta_zubchataya_vint_shesternya_zadnej_babki_1n65_1m65_165_dip500_rt117_rt817.jpg,,219.8,66.4,OK
Муфта лир 801-5-5 датчиков лир и валов диаметром от 3 до 10мм..jpg,mufta_lir_801-5-5_datchikov_lir_i_valov_diametrom_ot_3_do_10mm.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufta_lir_801-5-5_datchikov_lir_i_valov_diametrom_ot_3_do_10mm.jpg,,170.3,50.3,OK
Муфта обгонная 1м63.06.900 для станков производства тбилиси з-66.jpg,mufta_obgonnaya_1m63.06.900_dlya_stankov_proizvodstva_tbilisi_z-66.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufta_obgonnaya_1m63.06.900_dlya_stankov_proizvodstva_tbilisi_z-66.jpg,1m63.06.900,1696.3,59.2,OK
Муфта обгонная 1м65 1н65.jpg,mufta_obgonnaya_1m65_1n65.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufta_obgonnaya_1m65_1n65.jpg,,150.6,43.0,OK
Муфта обгонная 1н65. 60. 900 к станкам 165 1н65 1м65 1н65 дип500.jpg,mufta_obgonnaya_1n65._60._900_k_stankam_165_1n65_1m65_1n65_dip500.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufta_obgonnaya_1n65._60._900_k_stankam_165_1n65_1m65_1n65_dip500.jpg,,188.4,53.5,OK
Муфта обгонная для станков 16к20 1к62 16р25п 16к25 1а64.jpg,mufta_obgonnaya_dlya_stankov_16k20_1k62_16r25p_16k25_1a64.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufta_obgonnaya_dlya_stankov_16k20_1k62_16r25p_16k25_1a64.jpg,,307.0,88.2,OK
Муфта обгонная для станков 1н983 1а983 1м983 рт983.jpg,mufta_obgonnaya_dlya_stankov_1n983_1a983_1m983_rt983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufta_obgonnaya_dlya_stankov_1n983_1a983_1m983_rt983.jpg,,229.8,63.7,OK
Муфта пусковая фрикцион электромагнитная муфта тормозная муфта 1н983.20.124 диски феродо для станков 1н983 1м983 1а983 рт983 са983 рт783.jpg,mufta_puskovaya_friktsion_elektromagnitnaya_mufta_tormoznaya_mufta_1n983.20.124_diski_ferodo_dlya_stankov_1n983_1m983_1a983_rt983_sa983_rt783.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufta_puskovaya_friktsion_elektromagnitnaya_mufta_tormoznaya_mufta_1n983.20.124_diski_ferodo_dlya_stankov_1n983_1m983_1a983_rt983_sa983_rt783.jpg,1n983.20.124,256.1,70.7,OK
Муфта с бочонками консольно-фрезерных станков мод. FSS 400 — RUSSTANKO.jpg,mufta_s_bochonkami_konsolno-frezernykh_stankov_mod._fss_400_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufta_s_bochonkami_konsolno-frezernykh_stankov_mod._fss_400_russtanko.jpg,,480.9,59.4,OK
Муфта электромагнитная э11м 106-2а для станков 1н983 1а983 1м983.jpg,mufta_elektromagnitnaya_e11m_106-2a_dlya_stankov_1n983_1a983_1m983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufta_elektromagnitnaya_e11m_106-2a_dlya_stankov_1n983_1a983_1m983.jpg,,184.2,51.2,OK
"Муфта-втулка для специальных трубных станков мод. 1Н983,1А983,1М983,РТ983,СА983 — RUSSTANKO.jpg",mufta-vtulka_dlya_spetsialnykh_trubnykh_stankov_mod._1n9831a9831m983rt983sa983_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufta-vtulka_dlya_spetsialnykh_trubnykh_stankov_mod._1n9831a9831m983rt983sa983_russtanko.jpg,,466.2,58.3,OK
Муфты обгонные для станков 1м63н 1м63 163 дип300 1а64 1н65 165 1м65 дип500 16к40.jpg,mufty_obgonnye_dlya_stankov_1m63n_1m63_163_dip300_1a64_1n65_165_1m65_dip500_16k40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufty_obgonnye_dlya_stankov_1m63n_1m63_163_dip300_1a64_1n65_165_1m65_dip500_16k40.jpg,,194.9,54.4,OK
Муфты обгонные для станков 1м63н.jpg,mufty_obgonnye_dlya_stankov_1m63n.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufty_obgonnye_dlya_stankov_1m63n.jpg,,191.3,54.4,OK
Муфты электромагнитные всех модификаций.jpg,mufty_elektromagnitnye_vsekh_modifikatsij.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufty_elektromagnitnye_vsekh_modifikatsij.jpg,,167.0,47.6,OK
Муфты электромагнитные всех модификаций2.jpg,mufty_elektromagnitnye_vsekh_modifikatsij2.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/mufty_elektromagnitnye_vsekh_modifikatsij2.jpg,,195.4,53.0,OK
Накатные ролики для промышленного оборудования.jpg,nakatnye_roliki_dlya_promyshlennogo_oborudovaniya.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nakatnye_roliki_dlya_promyshlennogo_oborudovaniya.jpg,,231.4,70.3,OK
Насос 6т82-1.62.001 для фрезерных станков — RUSSTANKO.jpg,nasos_6t82-1.62.001_dlya_frezernykh_stankov_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nasos_6t82-1.62.001_dlya_frezernykh_stankov_russtanko.jpg,,495.2,61.0,OK
Насос масляный для токарно-винторезного станка мод . 16к20 шпинделная бабка.jpg,nasos_maslyanyj_dlya_tokarno-vintoreznogo_stanka_mod_._16k20_shpindelnaya_babka.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nasos_maslyanyj_dlya_tokarno-vintoreznogo_stanka_mod_._16k20_shpindelnaya_babka.jpg,,1254.6,50.2,OK
Насос масляный для токарно-винторезного станка мод. 16к20 шпинделная бабка.jpg,nasos_maslyanyj_dlya_tokarno-vintoreznogo_stanka_mod._16k20_shpindelnaya_babka.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nasos_maslyanyj_dlya_tokarno-vintoreznogo_stanka_mod._16k20_shpindelnaya_babka.jpg,,1385.6,53.1,OK
Насос пластинчатый для станков 1м65 1н65 дип500 165 устанавливаеця в шпинделную бабку.jpg,nasos_plastinchatyj_dlya_stankov_1m65_1n65_dip500_165_ustanavlivaetsya_v_shpindelnuyu_babku.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nasos_plastinchatyj_dlya_stankov_1m65_1n65_dip500_165_ustanavlivaetsya_v_shpindelnuyu_babku.jpg,,209.0,56.1,OK
Насос плунжерный 1к62.02.076 в сборе для токарно-винторезного станка мод. 1к62 шпинделная бабка.jpg,nasos_plunzhernyj_1k62.02.076_v_sbore_dlya_tokarno-vintoreznogo_stanka_mod._1k62_shpindelnaya_babka.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nasos_plunzhernyj_1k62.02.076_v_sbore_dlya_tokarno-vintoreznogo_stanka_mod._1k62_shpindelnaya_babka.jpg,1k62.02.076,222.1,60.3,OK
Насос смазки коробки скоростей 6м82.1.14 в сборе. карболит для фрезерных станков.jpg,nasos_smazki_korobki_skorostej_6m82.1.14_v_sbore._karbolit_dlya_frezernykh_stankov.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nasos_smazki_korobki_skorostej_6m82.1.14_v_sbore._karbolit_dlya_frezernykh_stankov.jpg,6m82.1.14,148.3,44.5,OK
Насос фартука квадрат 1м63.jpg,nasos_fartuka_kvadrat_1m63.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nasos_fartuka_kvadrat_1m63.jpg,,170.0,47.6,OK
Насос фартука станка 1м63 — RUSSTANKO.jpg,nasos_fartuka_stanka_1m63_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nasos_fartuka_stanka_1m63_russtanko.jpg,,445.4,55.1,OK
"Насос фартука станков 1М63, 1М63Н, ДИП300, 16К40 — RUSSTANKO.jpg",nasos_fartuka_stankov_1m63_1m63n_dip300_16k40_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nasos_fartuka_stankov_1m63_1m63n_dip300_16k40_russtanko.jpg,,429.4,49.0,OK
"Насос фартука станков 1М63, 1М63Н, ДИП300, 16К40.jpg",nasos_fartuka_stankov_1m63_1m63n_dip300_16k40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nasos_fartuka_stankov_1m63_1m63n_dip300_16k40.jpg,,461.7,55.8,OK
Насос шестеренчатый смазки коробки для фрезерных станков FU 400-450 — RUSSTANKO.jpg,nasos_shesterenchatyj_smazki_korobki_dlya_frezernykh_stankov_fu_400-450_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nasos_shesterenchatyj_smazki_korobki_dlya_frezernykh_stankov_fu_400-450_russtanko.jpg,,435.4,48.8,OK
Ножи для гилотин 1300х80х20.jpg,nozhi_dlya_gilotin_1300kh80kh20.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nozhi_dlya_gilotin_1300kh80kh20.jpg,,202.6,58.7,OK
Ножи к гилотинам фирмы эрфурт германия.jpg,nozhi_k_gilotinam_firmy_erfurt_germaniya.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nozhi_k_gilotinam_firmy_erfurt_germaniya.jpg,,183.2,53.5,OK
Ножи к ножницам по металлу гилотин.jpg,nozhi_k_nozhnitsam_po_metallu_gilotin.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/nozhi_k_nozhnitsam_po_metallu_gilotin.jpg,,185.6,55.0,OK
Нониусы лимбы для станков мод. 16р25п.jpg,noniusy_limby_dlya_stankov_mod._16r25p.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/noniusy_limby_dlya_stankov_mod._16r25p.jpg,,1351.4,54.8,OK
Нониусы лимбы для станков мод. 1м63 1м63н 16к40 1м65. рт117 рт817.jpg,noniusy_limby_dlya_stankov_mod._1m63_1m63n_16k40_1m65._rt117_rt817.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/noniusy_limby_dlya_stankov_mod._1m63_1m63n_16k40_1m65._rt117_rt817.jpg,,1580.1,71.6,OK
Нониусы лимбы для станков мод. 1м63 1м63н 16к40 1м65.jpg,noniusy_limby_dlya_stankov_mod._1m63_1m63n_16k40_1m65.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/noniusy_limby_dlya_stankov_mod._1m63_1m63n_16k40_1m65.jpg,,189.5,55.7,OK
Нониусы лимбы поперечной подачи для станков 1н983 1а983 1м983 рт983 са983.jpg,noniusy_limby_poperechnoj_podachi_dlya_stankov_1n983_1a983_1m983_rt983_sa983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/noniusy_limby_poperechnoj_podachi_dlya_stankov_1n983_1a983_1m983_rt983_sa983.jpg,,1499.6,54.5,OK
Нониусы лимбы продолной подачи для станков 1м65 1н65 дип500 рт117 рт817 165.jpg,noniusy_limby_prodolnoj_podachi_dlya_stankov_1m65_1n65_dip500_rt117_rt817_165.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/noniusy_limby_prodolnoj_podachi_dlya_stankov_1m65_1n65_dip500_rt117_rt817_165.jpg,,1825.7,59.5,OK
Обгонные муфты для токарных станков и промышленного оборудования — русстанко.jpg,obgonnye_mufty_dlya_tokarnykh_stankov_i_promyshlennogo_oborudovaniya_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/obgonnye_mufty_dlya_tokarnykh_stankov_i_promyshlennogo_oborudovaniya_russtanko.jpg,,178.5,69.3,OK
Оснастка для промышленного оборудования пневматика пбу.1 пбу.2.jpg,osnastka_dlya_promyshlennogo_oborudovaniya_pnevmatika_pbu.1_pbu.2.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/osnastka_dlya_promyshlennogo_oborudovaniya_pnevmatika_pbu.1_pbu.2.jpg,,193.3,55.7,OK
Пара винт гайка вертикалного суппорта для токарно-каруселного станка мод. 1516ф1 винт д.jpg,para_vint_gajka_vertikalnogo_supporta_dlya_tokarno-karuselnogo_stanka_mod._1516f1_vint_d.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/para_vint_gajka_vertikalnogo_supporta_dlya_tokarno-karuselnogo_stanka_mod._1516f1_vint_d.jpg,,1076.6,54.9,OK
"Пара винт гайка карусельных станков 1512,1516,1525.jpg",para_vint_gajka_karuselnykh_stankov_151215161525.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/para_vint_gajka_karuselnykh_stankov_151215161525.jpg,,381.4,45.9,OK
Патрон 3-х кулачковый.jpg,patron_3-kh_kulachkovyj.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/patron_3-kh_kulachkovyj.jpg,,136.2,51.1,OK
Патрон ф1000мм.jpg,patron_f1000mm.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/patron_f1000mm.jpg,,175.7,51.7,OK
"Переходная втулка с Морзе6 на Морзе5 (1М63,1М63Н и т.д.) в заднюю бабку токарных станков — русстанко.jpg",perekhodnaya_vtulka_s_morze6_na_morze5_1m631m63n_i_t.d._v_zadnyuyu_babku_tokarnykh_stankov_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/perekhodnaya_vtulka_s_morze6_na_morze5_1m631m63n_i_t.d._v_zadnyuyu_babku_tokarnykh_stankov_russtanko.jpg,,439.6,52.9,OK
Переходная втулка с морзе6 на морзе5 1м63 1м63н и т.д. в заднюю бабку токарных станков.jpg,perekhodnaya_vtulka_s_morze6_na_morze5_1m63_1m63n_i_t.d._v_zadnyuyu_babku_tokarnykh_stankov.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/perekhodnaya_vtulka_s_morze6_na_morze5_1m63_1m63n_i_t.d._v_zadnyuyu_babku_tokarnykh_stankov.jpg,,181.4,54.8,OK
Пиноли в комплекте с вилками для люнетов станков 1м63 1м63н 16к40 1м65 1н65 рт117 рт817 дип300 дип400 дип 500.jpg,pinoli_v_komplekte_s_vilkami_dlya_lyunetov_stankov_1m63_1m63n_16k40_1m65_1n65_rt117_rt817_dip300_dip400_dip_500.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/pinoli_v_komplekte_s_vilkami_dlya_lyunetov_stankov_1m63_1m63n_16k40_1m65_1n65_rt117_rt817_dip300_dip400_dip_500.jpg,,186.0,55.0,OK
Пиноли накатного устройства станка рт30101 рт301.jpg,pinoli_nakatnogo_ustrojstva_stanka_rt30101_rt301.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/pinoli_nakatnogo_ustrojstva_stanka_rt30101_rt301.jpg,,171.6,49.9,OK
Пластина-Пружина-Сухарь.jpg,plastina-pruzhina-sukhar.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/plastina-pruzhina-sukhar.jpg,,347.7,44.5,OK
Поддержка винта и вала станка 1м63.jpg,podderzhka_vinta_i_vala_stanka_1m63.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/podderzhka_vinta_i_vala_stanka_1m63.jpg,,162.7,46.8,OK
Поддержка винта-вала 1м63 11 001 для станков 1м63 163 1м63н дип300 16к40 16р40.jpg,podderzhka_vinta-vala_1m63_11_001_dlya_stankov_1m63_163_1m63n_dip300_16k40_16r40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/podderzhka_vinta-vala_1m63_11_001_dlya_stankov_1m63_163_1m63n_dip300_16k40_16r40.jpg,,192.4,57.0,OK
Подшипник револверной головки 1п756дф3.40.000.jpg,podshipnik_revolvernoj_golovki_1p756df3.40.000.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/podshipnik_revolvernoj_golovki_1p756df3.40.000.jpg,1p756df3.40.000,189.6,55.4,OK
Ползушка 1н983.90.163 токарного патрона станка 1н983 1а983 1м983 рт983.jpg,polzushka_1n983.90.163_tokarnogo_patrona_stanka_1n983_1a983_1m983_rt983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/polzushka_1n983.90.163_tokarnogo_patrona_stanka_1n983_1a983_1m983_rt983.jpg,1n983.90.163,175.6,50.5,OK
Помпы подачи СОЖ для станков и промышленного оборудования фирмы Миксан — RUSSTANKO.jpg,pompy_podachi_sozh_dlya_stankov_i_promyshlennogo_oborudovaniya_firmy_miksan_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/pompy_podachi_sozh_dlya_stankov_i_promyshlennogo_oborudovaniya_firmy_miksan_russtanko.jpg,,449.3,56.5,OK
Приводная шестерня з-48 м-5 ф. 250мм. в комплекте с вал-шестерней перемещения венца токарного патрона для станков 1м65 1н65 дип500 165 рт117 рт817.jpg,privodnaya_shesternya_z-48_m-5_f._250mm._v_komplekte_s_val-shesternej_peremescheniya_ventsa_tokarnogo_patrona_dlya_stankov_1m65_1n65_dip500_165_rt117_rt817.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/privodnaya_shesternya_z-48_m-5_f._250mm._v_komplekte_s_val-shesternej_peremescheniya_ventsa_tokarnogo_patrona_dlya_stankov_1m65_1n65_dip500_165_rt117_rt817.jpg,,196.8,57.6,OK
Приводные колеса.jpg,privodnye_kolesa.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/privodnye_kolesa.jpg,,331.3,37.6,OK
Промежуточный вал и шестерня привода коробки подач станка РТ263214 — RUSSTANKO.jpg,promezhutochnyj_val_i_shesternya_privoda_korobki_podach_stanka_rt263214_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/promezhutochnyj_val_i_shesternya_privoda_korobki_podach_stanka_rt263214_russtanko.jpg,,492.0,62.8,OK
Промышленная электроника переключатели ПК и концевики для промышленного оборудования и ста — RUSSTANKO.jpg,promyshlennaya_elektronika_pereklyuchateli_pk_i_kontseviki_dlya_promyshlennogo_oborudovaniya_i_sta_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/promyshlennaya_elektronika_pereklyuchateli_pk_i_kontseviki_dlya_promyshlennogo_oborudovaniya_i_sta_russtanko.jpg,,513.0,69.4,OK
Пружина на фрезерный станок jutm 1834.jpg,pruzhina_na_frezernyj_stanok_jutm_1834.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/pruzhina_na_frezernyj_stanok_jutm_1834.jpg,,401.4,42.2,OK
Пружинные кольца.jpg,pruzhinnye_koltsa.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/pruzhinnye_koltsa.jpg,,310.3,35.5,OK
Пружины возврата шпинделя 2к52.jpg,pruzhiny_vozvrata_shpindelya_2k52.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/pruzhiny_vozvrata_shpindelya_2k52.jpg,,223.7,66.4,OK
Пружины возврата шпинделя 2м112 2л53.jpg,pruzhiny_vozvrata_shpindelya_2m112_2l53.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/pruzhiny_vozvrata_shpindelya_2m112_2l53.jpg,,185.0,51.8,OK
Пружины для патрона рт772ф3 станка мод. рт772ф3.jpg,pruzhiny_dlya_patrona_rt772f3_stanka_mod._rt772f3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/pruzhiny_dlya_patrona_rt772f3_stanka_mod._rt772f3.jpg,,196.2,56.7,OK
Пружины фрикциона станков 6т13 6т12 6р12 6р13 6р82ш.jpg,pruzhiny_friktsiona_stankov_6t13_6t12_6r12_6r13_6r82sh.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/pruzhiny_friktsiona_stankov_6t13_6t12_6r12_6r13_6r82sh.jpg,,488.6,57.7,OK
Радиалное сверление заготовок на радиално сверлилном станке 2а55.jpg,radialnoe_sverlenie_zagotovok_na_radialno_sverlilnom_stanke_2a55.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/radialnoe_sverlenie_zagotovok_na_radialno_sverlilnom_stanke_2a55.jpg,,208.1,61.5,OK
