old_name,new_name,raw_url,shifr,src_kb,dst_kb,status
Револверная головка 16к30ф3.40.000.jpg,revolvernaya_golovka_16k30f3.40.000.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernaya_golovka_16k30f3.40.000.jpg,16k30f3.40.000,185.6,53.9,OK
Револверная головка 16к30ф3.40.000сб для станков 16к30ф3 и 16м30ф3.jpg,revolvernaya_golovka_16k30f3.40.000sb_dlya_stankov_16k30f3_i_16m30f3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernaya_golovka_16k30f3.40.000sb_dlya_stankov_16k30f3_i_16m30f3.jpg,,192.1,53.8,OK
Револверная головка 1п756дф3.39.000 для станка 1п756дф3.jpg,revolvernaya_golovka_1p756df3.39.000_dlya_stanka_1p756df3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernaya_golovka_1p756df3.39.000_dlya_stanka_1p756df3.jpg,1p756df3.39.000,186.8,54.6,OK
Револверная головка 1п756дф3.40.000 для станка 1п756дф3.jpg,revolvernaya_golovka_1p756df3.40.000_dlya_stanka_1p756df3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernaya_golovka_1p756df3.40.000_dlya_stanka_1p756df3.jpg,1p756df3.40.000,217.5,63.5,OK
Револверная головка 1п756дф3.40.000.jpg,revolvernaya_golovka_1p756df3.40.000.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernaya_golovka_1p756df3.40.000.jpg,1p756df3.40.000,182.0,52.9,OK
Револверная головка.jpg,revolvernaya_golovka.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernaya_golovka.jpg,,238.3,65.8,OK
Револверные головки для станков с чпу.jpg,revolvernye_golovki_dlya_stankov_s_chpu.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernye_golovki_dlya_stankov_s_chpu.jpg,,1818.8,58.9,OK
Револьверная головка  1п756дф3.40.000.jpg,revolvernaya_golovka_1p756df3.40.000_2.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernaya_golovka_1p756df3.40.000_2.jpg,1p756df3.40.000,416.7,53.1,OK
Револьверная головка 16к30ф3.40.000 — русстанко.jpg,revolvernaya_golovka_16k30f3.40.000_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernaya_golovka_16k30f3.40.000_russtanko.jpg,16k30f3.40.000,391.2,50.8,OK
Револьверная головка 1п756дф3. 40.000.jpg,revolvernaya_golovka_1p756df3._40.000.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernaya_golovka_1p756df3._40.000.jpg,,366.7,45.1,OK
Револьверная головка 1п756дф3.39.000 — русстанко.jpg,revolvernaya_golovka_1p756df3.39.000_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernaya_golovka_1p756df3.39.000_russtanko.jpg,1p756df3.39.000,330.3,41.7,OK
Револьверная головка 1п756дф3.39.000.jpg,revolvernaya_golovka_1p756df3.39.000.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernaya_golovka_1p756df3.39.000.jpg,1p756df3.39.000,387.5,49.5,OK
Револьверная головка 1п756дф3.40.000.jpg,revolvernaya_golovka_1p756df3.40.000_3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/revolvernaya_golovka_1p756df3.40.000_3.jpg,1p756df3.40.000,382.4,48.6,OK
Резцедердател 1н65.jpg,reztsederdatel_1n65.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/reztsederdatel_1n65.jpg,,188.0,54.3,OK
Резцедержател в сборе для токарно-винторезных станков мод. 1м63 1м63н 163 дип300 16к40.jpg,reztsederzhatel_v_sbore_dlya_tokarno-vintoreznykh_stankov_mod._1m63_1m63n_163_dip300_16k40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/reztsederzhatel_v_sbore_dlya_tokarno-vintoreznykh_stankov_mod._1m63_1m63n_163_dip300_16k40.jpg,,242.5,65.9,OK
Резцедержател корпус для токарно-винторезных станков мод. 1м63 1м63н 163 дип300 16к40.jpg,reztsederzhatel_korpus_dlya_tokarno-vintoreznykh_stankov_mod._1m63_1m63n_163_dip300_16k40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/reztsederzhatel_korpus_dlya_tokarno-vintoreznykh_stankov_mod._1m63_1m63n_163_dip300_16k40.jpg,,1041.1,55.1,OK
Резцедержатели для токарных и трубонарезных станков.jpg,reztsederzhateli_dlya_tokarnykh_i_trubonareznykh_stankov.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/reztsederzhateli_dlya_tokarnykh_i_trubonareznykh_stankov.jpg,,170.3,48.1,OK
"Резцедержатель в сборе для специальных трубных станков мод. 1Н983,1А983,1М983,РТ983,СА983.jpg",reztsederzhatel_v_sbore_dlya_spetsialnykh_trubnykh_stankov_mod._1n9831a9831m983rt983sa983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/reztsederzhatel_v_sbore_dlya_spetsialnykh_trubnykh_stankov_mod._1n9831a9831m983rt983sa983.jpg,,459.0,52.8,OK
Резцедержатель для станка Trevisan 600 — RUSSTANKO.jpg,reztsederzhatel_dlya_stanka_trevisan_600_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/reztsederzhatel_dlya_stanka_trevisan_600_russtanko.jpg,,453.5,54.7,OK
Резцедержка 16к20 в пункт 8.jpg,reztsederzhka_16k20_v_punkt_8.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/reztsederzhka_16k20_v_punkt_8.jpg,,189.7,53.1,OK
Резцовый блок 16к30ф302.42.000 для револверных головок 16к30ф3.40.000.jpg,reztsovyj_blok_16k30f302.42.000_dlya_revolvernykh_golovok_16k30f3.40.000.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/reztsovyj_blok_16k30f302.42.000_dlya_revolvernykh_golovok_16k30f3.40.000.jpg,16k30f302.42.000,201.0,56.9,OK
Рейка 16к20.011.432 л-348мм. токарно-винторезного станка мод. 16к20.jpg,rejka_16k20.011.432_l-348mm._tokarno-vintoreznogo_stanka_mod._16k20.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/rejka_16k20.011.432_l-348mm._tokarno-vintoreznogo_stanka_mod._16k20.jpg,16k20.011.432,219.8,63.3,OK
Рейка 1к62.11.32 л-291мм. и 1к62.11.33 л-705мм. токарно-винторезного станка мод. 1к62.jpg,rejka_1k62.11.32_l-291mm._i_1k62.11.33_l-705mm._tokarno-vintoreznogo_stanka_mod._1k62.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/rejka_1k62.11.32_l-291mm._i_1k62.11.33_l-705mm._tokarno-vintoreznogo_stanka_mod._1k62.jpg,1k62.11.32,186.9,54.5,OK
Рейка для станков 1м65 1н65 1м63н 1м63 16к40 рт117 рт817.jpg,rejka_dlya_stankov_1m65_1n65_1m63n_1m63_16k40_rt117_rt817.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/rejka_dlya_stankov_1m65_1n65_1m63n_1m63_16k40_rt117_rt817.jpg,,178.5,52.4,OK
Ремкомплект корпус гайки втулки червяк для станков 1н983 1м983 1а983 рт983 са983.jpg,remkomplekt_korpus_gajki_vtulki_chervyak_dlya_stankov_1n983_1m983_1a983_rt983_sa983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/remkomplekt_korpus_gajki_vtulki_chervyak_dlya_stankov_1n983_1m983_1a983_rt983_sa983.jpg,,168.8,48.4,OK
Ремонт и модернизация швп шарико-винтовая пара передача.jpg,remont_i_modernizatsiya_shvp_shariko-vintovaya_para_peredacha.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/remont_i_modernizatsiya_shvp_shariko-vintovaya_para_peredacha.jpg,,1857.9,61.4,OK
Ролики в комплекте с вилками для люнетов станков 1м63 1м63н 16к40 1м65 1н65.jpg,roliki_v_komplekte_s_vilkami_dlya_lyunetov_stankov_1m63_1m63n_16k40_1m65_1n65.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/roliki_v_komplekte_s_vilkami_dlya_lyunetov_stankov_1m63_1m63n_16k40_1m65_1n65.jpg,,206.4,58.7,OK
Ролики в комплекте с осю для спецлюнетов станков и промышленного оборудования.jpg,roliki_v_komplekte_s_osyu_dlya_spetslyunetov_stankov_i_promyshlennogo_oborudovaniya.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/roliki_v_komplekte_s_osyu_dlya_spetslyunetov_stankov_i_promyshlennogo_oborudovaniya.jpg,,216.6,60.7,OK
Ролики в сборе с вилками для люнета 1м65 2.jpg,roliki_v_sbore_s_vilkami_dlya_lyuneta_1m65_2.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/roliki_v_sbore_s_vilkami_dlya_lyuneta_1m65_2.jpg,,196.3,52.7,OK
Ролики для люнетов станков 1м63 1м63н 16к40 1м65 1н65 дип 300 дип400 дип500.jpg,roliki_dlya_lyunetov_stankov_1m63_1m63n_16k40_1m65_1n65_dip_300_dip400_dip500.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/roliki_dlya_lyunetov_stankov_1m63_1m63n_16k40_1m65_1n65_dip_300_dip400_dip500.jpg,,1675.1,59.4,OK
Ролики для накатки резб на утяжеленных бурилных трубах убт.jpg,roliki_dlya_nakatki_rezb_na_utyazhelennykh_burilnykh_trubakh_ubt.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/roliki_dlya_nakatki_rezb_na_utyazhelennykh_burilnykh_trubakh_ubt.jpg,,204.9,60.4,OK
Ролики накатные специсполнение для РЖД — RUSSTANKO.jpg,roliki_nakatnye_spetsispolnenie_dlya_rzhd_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/roliki_nakatnye_spetsispolnenie_dlya_rzhd_russtanko.jpg,,516.8,65.7,OK
Ролики накатные упрочняющий и сглаживающий для спец станков.jpg,roliki_nakatnye_uprochnyayuschij_i_sglazhivayuschij_dlya_spets_stankov.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/roliki_nakatnye_uprochnyayuschij_i_sglazhivayuschij_dlya_spets_stankov.jpg,,292.1,75.1,OK
Ролики с вилками для люнетов 1м63 16к40 1м65 и их модификаций.jpg,roliki_s_vilkami_dlya_lyunetov_1m63_16k40_1m65_i_ikh_modifikatsij.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/roliki_s_vilkami_dlya_lyunetov_1m63_16k40_1m65_i_ikh_modifikatsij.jpg,,178.9,51.4,OK
Ролики сглаживающие для токарно-накатного станка рт301.01.jpg,roliki_sglazhivayuschie_dlya_tokarno-nakatnogo_stanka_rt301.01.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/roliki_sglazhivayuschie_dlya_tokarno-nakatnogo_stanka_rt301.01.jpg,,173.1,50.0,OK
Ролики упрочняющий и сглаживающий для токарно накатных станков рт30101 и рт301 кж1841 кж142.jpg,roliki_uprochnyayuschij_i_sglazhivayuschij_dlya_tokarno_nakatnykh_stankov_rt30101_i_rt301_kzh1841_kzh142.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/roliki_uprochnyayuschij_i_sglazhivayuschij_dlya_tokarno_nakatnykh_stankov_rt30101_i_rt301_kzh1841_kzh142.jpg,,181.0,53.4,OK
"Ролики упрочняющий,сглаживающий в сборе для токарно-накатных станков РТ301, РТ30101 — RUSSTANKO.jpg",roliki_uprochnyayuschijsglazhivayuschij_v_sbore_dlya_tokarno-nakatnykh_stankov_rt301_rt30101_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/roliki_uprochnyayuschijsglazhivayuschij_v_sbore_dlya_tokarno-nakatnykh_stankov_rt301_rt30101_russtanko.jpg,,558.5,87.3,OK
Ролики. сглаживающие для токарно-накатного станка рт301.01.jpg,roliki._sglazhivayuschie_dlya_tokarno-nakatnogo_stanka_rt301.01.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/roliki._sglazhivayuschie_dlya_tokarno-nakatnogo_stanka_rt301.01.jpg,,187.1,53.4,OK
Рти резино-технические изделия для промышленного оборудования.jpg,rti_rezino-tekhnicheskie_izdeliya_dlya_promyshlennogo_oborudovaniya.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/rti_rezino-tekhnicheskie_izdeliya_dlya_promyshlennogo_oborudovaniya.jpg,,234.7,69.0,OK
Ручка - капля м10 м12 пластик для промышленного оборудования и станков- промышленная фурнитура.jpg,ruchka_-_kaplya_m10_m12_plastik_dlya_promyshlennogo_oborudovaniya_i_stankov-_promyshlennaya_furnitura.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/ruchka_-_kaplya_m10_m12_plastik_dlya_promyshlennogo_oborudovaniya_i_stankov-_promyshlennaya_furnitura.jpg,,168.9,49.8,OK
Ручка в сборе для винта кареточного станков 1м63 16к40 1м65 1н65 рт117 рт817.jpg,ruchka_v_sbore_dlya_vinta_karetochnogo_stankov_1m63_16k40_1m65_1n65_rt117_rt817.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/ruchka_v_sbore_dlya_vinta_karetochnogo_stankov_1m63_16k40_1m65_1n65_rt117_rt817.jpg,,1061.2,54.3,OK
Ручка в сборе для винта кареточного станков 1н983 1м983 1а983 рт983 са983.jpg,ruchka_v_sbore_dlya_vinta_karetochnogo_stankov_1n983_1m983_1a983_rt983_sa983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/ruchka_v_sbore_dlya_vinta_karetochnogo_stankov_1n983_1m983_1a983_rt983_sa983.jpg,,1037.9,53.0,OK
Ручка переключения фрикциона в сборе для станков 1м63 1м63н 16к40 дип300 163.jpg,ruchka_pereklyucheniya_friktsiona_v_sbore_dlya_stankov_1m63_1m63n_16k40_dip300_163.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/ruchka_pereklyucheniya_friktsiona_v_sbore_dlya_stankov_1m63_1m63n_16k40_dip300_163.jpg,,1540.2,51.7,OK
Ручки в сборе каретки и суппорта станка 1м63 — RUSSTANKO.jpg,ruchki_v_sbore_karetki_i_supporta_stanka_1m63_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/ruchki_v_sbore_karetki_i_supporta_stanka_1m63_russtanko.jpg,,487.7,58.6,OK
Ручки каретки станков для 1м63 16к40 1м65 и т.д.jpg,ruchki_karetki_stankov_dlya_1m63_16k40_1m65_i_t.d.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/ruchki_karetki_stankov_dlya_1m63_16k40_1m65_i_t.d.jpg,,172.8,50.4,OK
"Ручки каретки станков для 1м63, 16к40, 1м65 и т.д — русстанко.jpg",ruchki_karetki_stankov_dlya_1m63_16k40_1m65_i_t.d_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/ruchki_karetki_stankov_dlya_1m63_16k40_1m65_i_t.d_russtanko.jpg,,495.1,62.9,OK
Ручки переключения фрикциона 1м63 посмотри как у него он из пишит наименование.jpg,ruchki_pereklyucheniya_friktsiona_1m63_posmotri_kak_u_nego_on_iz_pishit_naimenovanie.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/ruchki_pereklyucheniya_friktsiona_1m63_posmotri_kak_u_nego_on_iz_pishit_naimenovanie.jpg,,219.4,62.8,OK
Сверлилный блок для револверных головок 16м30ф3.jpg,sverlilnyj_blok_dlya_revolvernykh_golovok_16m30f3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/sverlilnyj_blok_dlya_revolvernykh_golovok_16m30f3.jpg,,168.9,46.8,OK
Сектор резцедержателя токарно-винторезных станков 16к20.jpg,sektor_reztsederzhatelya_tokarno-vintoreznykh_stankov_16k20.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/sektor_reztsederzhatelya_tokarno-vintoreznykh_stankov_16k20.jpg,,1420.6,46.8,OK
Сектора тормозов.jpg,sektora_tormozov.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/sektora_tormozov.jpg,,322.9,36.1,OK
Скребки на направляющие - защита направляющих станков 16к20 16к25 1к62 1к625 - каретка з.jpg,skrebki_na_napravlyayuschie_-_zaschita_napravlyayuschikh_stankov_16k20_16k25_1k62_1k625_-_karetka_z.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/skrebki_na_napravlyayuschie_-_zaschita_napravlyayuschikh_stankov_16k20_16k25_1k62_1k625_-_karetka_z.jpg,,1136.3,59.4,OK
Скребки на направляющие защита направляющих.jpg,skrebki_na_napravlyayuschie_zaschita_napravlyayuschikh.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/skrebki_na_napravlyayuschie_zaschita_napravlyayuschikh.jpg,,190.1,55.0,OK
Сменная головка для испытания триангеля ржд.jpg,smennaya_golovka_dlya_ispytaniya_triangelya_rzhd.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/smennaya_golovka_dlya_ispytaniya_triangelya_rzhd.jpg,,167.8,48.9,OK
Состав и комплектация шестерня колца проставки подшипники ролики пружины звездочка. муфта огонная 1м63ю06.900.jpg,sostav_i_komplektatsiya_shesternya_koltsa_prostavki_podshipniki_roliki_pruzhiny_zvezdochka._mufta_ogonnaya_1m63yu06.900.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/sostav_i_komplektatsiya_shesternya_koltsa_prostavki_podshipniki_roliki_pruzhiny_zvezdochka._mufta_ogonnaya_1m63yu06.900.jpg,,198.0,59.0,OK
Специалные блоки для револверных головок 16к30ф3.jpg,spetsialnye_bloki_dlya_revolvernykh_golovok_16k30f3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/spetsialnye_bloki_dlya_revolvernykh_golovok_16k30f3.jpg,,177.6,52.2,OK
Специалные блоки для револверных головок 16м30ф3.jpg,spetsialnye_bloki_dlya_revolvernykh_golovok_16m30f3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/spetsialnye_bloki_dlya_revolvernykh_golovok_16m30f3.jpg,,173.5,51.8,OK
Специалный токарный станок с чпу мод. 16м30ф3 рмц 1500-3000мм.jpg,spetsialnyj_tokarnyj_stanok_s_chpu_mod._16m30f3_rmts_1500-3000mm.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/spetsialnyj_tokarnyj_stanok_s_chpu_mod._16m30f3_rmts_1500-3000mm.jpg,,1705.7,51.9,OK
Станок токарно-винторезный 1М63 РМЦ 750мм — RUSSTANKO.jpg,stanok_tokarno-vintoreznyj_1m63_rmts_750mm_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/stanok_tokarno-vintoreznyj_1m63_rmts_750mm_russtanko.jpg,,577.0,80.1,OK
"Стержень резцедержателя для токарно-винторезных станков мод. 1М63, 1М63Н, 163,ДИП300,16К40 — RUSSTANKO.jpg",sterzhen_reztsederzhatelya_dlya_tokarno-vintoreznykh_stankov_mod._1m63_1m63n_163dip30016k40_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/sterzhen_reztsederzhatelya_dlya_tokarno-vintoreznykh_stankov_mod._1m63_1m63n_163dip30016k40_russtanko.jpg,,395.3,61.7,OK
Суппорт 1н65.jpg,support_1n65.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/support_1n65.jpg,,187.4,53.8,OK
Суппорт в сборе для станка 1а983 1н993 также и для всех типов станков 1м63 16к40 1м65 1н65 рт117 рт817.jpg,support_v_sbore_dlya_stanka_1a983_1n993_takzhe_i_dlya_vsekh_tipov_stankov_1m63_16k40_1m65_1n65_rt117_rt817.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/support_v_sbore_dlya_stanka_1a983_1n993_takzhe_i_dlya_vsekh_tipov_stankov_1m63_16k40_1m65_1n65_rt117_rt817.jpg,,236.7,66.0,OK
Суппорт в сборе с резцедержателем для станка 1н983 рт983.jpg,support_v_sbore_s_reztsederzhatelem_dlya_stanka_1n983_rt983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/support_v_sbore_s_reztsederzhatelem_dlya_stanka_1n983_rt983.jpg,,260.8,70.5,OK
Суппорта2.jpg,supporta2.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/supporta2.jpg,,222.2,63.3,OK
Сухари для токарного патрона ф. 1000 1250 800мм для станков 1м65 1а64 16к40 16р40 1н65 дип500 165 рт755ф3.jpg,sukhari_dlya_tokarnogo_patrona_f._1000_1250_800mm_dlya_stankov_1m65_1a64_16k40_16r40_1n65_dip500_165_rt755f3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/sukhari_dlya_tokarnogo_patrona_f._1000_1250_800mm_dlya_stankov_1m65_1a64_16k40_16r40_1n65_dip500_165_rt755f3.jpg,,254.6,67.7,OK
Тарелчатые пружины для револверных головок уг9321 уг9326.jpg,tarelchatye_pruzhiny_dlya_revolvernykh_golovok_ug9321_ug9326.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/tarelchatye_pruzhiny_dlya_revolvernykh_golovok_ug9321_ug9326.jpg,,275.0,75.5,OK
Тормозной диск.jpg,tormoznoj_disk.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/tormoznoj_disk.jpg,,393.3,46.8,OK
Тормозные втулки.jpg,tormoznye_vtulki.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/tormoznye_vtulki.jpg,,420.8,41.0,OK
Трубки системы подачи сож для промышленного оборудования и станков.jpg,trubki_sistemy_podachi_sozh_dlya_promyshlennogo_oborudovaniya_i_stankov.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/trubki_sistemy_podachi_sozh_dlya_promyshlennogo_oborudovaniya_i_stankov.jpg,,269.1,78.5,OK
Узел полумуфты в комплекте уг9321.04000.000-02 уг9326.0400-000 револверной головки уг9326.jpg,uzel_polumufty_v_komplekte_ug9321.04000.000-02_ug9326.0400-000_revolvernoj_golovki_ug9326.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/uzel_polumufty_v_komplekte_ug9321.04000.000-02_ug9326.0400-000_revolvernoj_golovki_ug9326.jpg,ug9321.04000.000,202.9,59.4,OK
Фартук станка 1н65.jpg,fartuk_stanka_1n65.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/fartuk_stanka_1n65.jpg,,236.9,66.5,OK
Фильтры напорные с индикатором загрязнённости 1ФГМ32-10К — RUSSTANKO.jpg,filtry_napornye_s_indikatorom_zagryaznyonnosti_1fgm32-10k_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/filtry_napornye_s_indikatorom_zagryaznyonnosti_1fgm32-10k_russtanko.jpg,,438.9,62.7,OK
Фланец вала первой оси - шпинделная бабка коробка скоростей станков 1м65 1н65 дип500 165.jpg,flanets_vala_pervoj_osi_-_shpindelnaya_babka_korobka_skorostej_stankov_1m65_1n65_dip500_165.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/flanets_vala_pervoj_osi_-_shpindelnaya_babka_korobka_skorostej_stankov_1m65_1n65_dip500_165.jpg,,185.9,51.9,OK
Фланец шкива - шпинделная бабка коробка скоростей станков 1м63 1м63н дип300 16к40.jpg,flanets_shkiva_-_shpindelnaya_babka_korobka_skorostej_stankov_1m63_1m63n_dip300_16k40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/flanets_shkiva_-_shpindelnaya_babka_korobka_skorostej_stankov_1m63_1m63n_dip300_16k40.jpg,,1327.0,51.3,OK
Фрезерные станки мод. 6т12 6т13 6т82 6т83г 6т83ш 6р82 6т13ф20 16к20 гф2171с6-02.jpg,frezernye_stanki_mod._6t12_6t13_6t82_6t83g_6t83sh_6r82_6t13f20_16k20_gf2171s6-02.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/frezernye_stanki_mod._6t12_6t13_6t82_6t83g_6t83sh_6r82_6t13f20_16k20_gf2171s6-02.jpg,,218.6,64.3,OK
"Фрезерные станки, запасные части и оснастка — RUSSTANKO.jpg",frezernye_stanki_zapasnye_chasti_i_osnastka_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/frezernye_stanki_zapasnye_chasti_i_osnastka_russtanko.jpg,,515.0,61.9,OK
Фрикционные диски для электромагнитных муфт этм 102 1а этм 112к 2а.jpg,friktsionnye_diski_dlya_elektromagnitnykh_muft_etm_102_1a_etm_112k_2a.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/friktsionnye_diski_dlya_elektromagnitnykh_muft_etm_102_1a_etm_112k_2a.jpg,,336.5,89.4,OK
